Rack ID,Sample Number,Batch Number,Number Sources,Number Destinations,Total Samples In Batch
025DNA0000691,1,13,19,1,90
025DNA0000723,1,13,19,1,90
025DNA0003168,1,13,19,1,90
025DNA0002361,1,13,19,1,90
025DNA0002487,1,13,19,1,90
025DNA0002005,1,13,19,1,90
025DNA0002357,1,13,19,1,90
025DNA0002840,2,13,19,1,90
025DNA0002855,2,13,19,1,90
025DNA0002067,2,13,19,1,90
025DNA0000580,3,13,19,1,90
025DNA0002687,3,13,19,1,90
025DNA0002638,4,13,19,1,90
025DNA0002534,5,13,19,1,90
025DNA0002376,6,13,19,1,90
025DNA0002826,9,13,19,1,90
025DNA0002755,14,13,19,1,90
025DNA0000534,16,13,19,1,90
025DNA0002457,17,13,19,1,90

025DNA0000724,1,14,19,1,78
025DNA0002552,1,14,19,1,78
025DNA0002322,1,14,19,1,78
025DNA0002342,1,14,19,1,78
025DNA0002363,1,14,19,1,78
025DNA0002550,1,14,19,1,78
025DNA0003129,1,14,19,1,78
025DNA0002744,2,14,19,1,78
025DNA0002604,2,14,19,1,78
025DNA0002360,2,14,19,1,78
025DNA0002847,3,14,19,1,78
025DNA0002948,3,14,19,1,78
025DNA0002140,4,14,19,1,78
025DNA0002544,5,14,19,1,78
025DNA0002505,6,14,19,1,78
025DNA0000442,9,14,19,1,78
025DNA0003159,10,14,19,1,78
025DNA0002822,11,14,19,1,78
025DNA0000537,14,14,19,1,78

025DNA0002447,1,15,19,1,75
025DNA0002836,1,15,19,1,75
025DNA0002431,1,15,19,1,75
025DNA0002728,1,15,19,1,75
025DNA0002503,1,15,19,1,75
025DNA0000627,1,15,19,1,75
025DNA0000222,1,15,19,1,75
025DNA0002388,2,15,19,1,75
025DNA0002359,2,15,19,1,75
025DNA0002502,2,15,19,1,75
025DNA0002622,3,15,19,1,75
025DNA0000734,3,15,19,1,75
025DNA0000294,4,15,19,1,75
025DNA0002646,5,15,19,1,75
025DNA0001117,6,15,19,1,75
025DNA0002094,9,15,19,1,75
025DNA0000516,10,15,19,1,75
025DNA0002799,11,15,19,1,75
025DNA0002619,11,15,19,1,75

025DNA0002753,1,16,19,1,73
025DNA0002914,1,16,19,1,73
025DNA0002532,1,16,19,1,73
025DNA0002853,1,16,19,1,73
025DNA0003113,1,16,19,1,73
025DNA0002128,1,16,19,1,73
025DNA0002511,1,16,19,1,73
025DNA0002760,2,16,19,1,73
025DNA0002750,2,16,19,1,73
025DNA0002537,2,16,19,1,73
025DNA0002389,3,16,19,1,73
025DNA0002466,3,16,19,1,73
025DNA0002562,4,16,19,1,73
025DNA0002446,5,16,19,1,73
025DNA0002454,6,16,19,1,73
025DNA0002374,9,16,19,1,73
025DNA0002617,9,16,19,1,73
025DNA0001091,10,16,19,1,73
025DNA0002612,11,16,19,1,73

025DNA0002394,1,17,19,1,65
025DNA0002699,1,17,19,1,65
025DNA0002496,1,17,19,1,65
025DNA0002495,1,17,19,1,65
025DNA0002484,1,17,19,1,65
025DNA0000293,1,17,19,1,65
025DNA0000514,1,17,19,1,65
025DNA0002516,2,17,19,1,65
025DNA0002407,2,17,19,1,65
025DNA0003162,2,17,19,1,65
025DNA0003111,2,17,19,1,65
025DNA0002453,3,17,19,1,65
025DNA0001066,3,17,19,1,65
025DNA0001081,4,17,19,1,65
025DNA0001090,5,17,19,1,65
025DNA0000531,6,17,19,1,65
025DNA0000538,9,17,19,1,65
025DNA0000529,10,17,19,1,65
025DNA0000623,10,17,19,1,65

025DNA0000641,1,18,19,1,73
025DNA0000619,1,18,19,1,73
025DNA0000618,1,18,19,1,73
025DNA0000541,1,18,19,1,73
025DNA0001094,1,18,19,1,73
025DNA0002648,2,18,19,1,73
025DNA0002564,2,18,19,1,73
025DNA0002482,2,18,19,1,73
025DNA0001089,2,18,19,1,73
025DNA0001095,3,18,19,1,73
025DNA0000512,3,18,19,1,73
025DNA0003142,4,18,19,1,73
025DNA0002434,5,18,19,1,73
025DNA0000530,6,18,19,1,73
025DNA0003141,7,18,19,1,73
025DNA0002437,7,18,19,1,73
025DNA0002809,8,18,19,1,73
025DNA0002529,8,18,19,1,73
025DNA0000535,9,18,19,1,73

025DNA0000510,6,19,10,1,29
025DNA0001096,5,19,10,1,29
025DNA0001092,4,19,10,1,29
025DNA0000621,3,19,10,1,29
025DNA0002436,3,19,10,1,29
025DNA0002439,2,19,10,1,29
025DNA0002450,2,19,10,1,29
025DNA0002003,2,19,10,1,29
025DNA0001116,1,19,10,1,29
025DNA0000657,1,19,10,1,29


