Rack ID,Sample Number,Batch Number,Number Sources,Number Destinations,Total Samples In Batch
RACK3I0000235,67,18,12,8,700
RACK3I0000282,68,18,12,8,700
RACK3I0000320,68,18,12,8,700

RACK3I0000214,53,19,12,8,715
RACK3I0000227,53,19,12,8,715
RACK3I0000244,53,19,12,8,715
RACK3I0000250,53,19,12,8,715
RACK3I0000061,55,19,12,8,715
RACK3I0000054,56,19,12,8,715
RACK3I0000141,61,19,12,8,715
RACK3I0000052,64,19,12,8,715
RACK3I0000075,66,19,12,8,715
RACK3I0000121,66,19,12,8,715
RACK3I0000257,67,19,12,8,715
RACK3I0000349,68,19,12,8,715

RACK3I0000262,53,20,12,8,701
RACK3I0000274,53,20,12,8,701
RACK3I0000275,53,20,12,8,701
RACK3I0000336,53,20,12,8,701
RACK3I0000368,53,20,12,8,701
RACK3I0000115,55,20,12,8,701
RACK3I0000063,56,20,12,8,701
RACK3I0000176,61,20,12,8,701
RACK3I0000065,64,20,12,8,701
RACK3I0000212,66,20,12,8,701
RACK3I0000297,67,20,12,8,701
RACK3I0000339,67,20,12,8,701

RACK3I0000384,53,21,12,8,713
RACK3I0000391,53,21,12,8,713
RACK3I0000045,54,21,12,8,713
RACK3I0000084,54,21,12,8,713
RACK3I0000142,55,21,12,8,713
RACK3I0000095,56,21,12,8,713
RACK3I0000200,61,21,12,8,713
RACK3I0000082,64,21,12,8,713
RACK3I0000033,65,21,12,8,713
RACK3I0000038,65,21,12,8,713
RACK3I0000242,66,21,12,8,713
RACK3I0000381,67,21,12,8,713

RACK3I0000130,54,22,12,8,711
RACK3I0000187,54,22,12,8,711
RACK3I0000193,54,22,12,8,711
RACK3I0000285,54,22,12,8,711
RACK3I0000170,55,22,12,8,711
RACK3I0000114,56,22,12,8,711
RACK3I0000229,61,22,12,8,711
RACK3I0000002,62,22,12,8,711
RACK3I0000175,64,22,12,8,711
RACK3I0000039,65,22,12,8,711
RACK3I0000253,66,22,12,8,711
RACK3I0000256,66,22,12,8,711

RACK3I0000317,54,23,12,8,714
RACK3I0000180,55,23,12,8,714
RACK3I0000213,55,23,12,8,714
RACK3I0000226,55,23,12,8,714
RACK3I0000233,55,23,12,8,714
RACK3I0000126,56,23,12,8,714
RACK3I0000239,61,23,12,8,714
RACK3I0000069,62,23,12,8,714
RACK3I0000185,64,23,12,8,714
RACK3I0000119,65,23,12,8,714
RACK3I0000266,66,23,12,8,714
RACK3I0000296,66,23,12,8,714

RACK3I0000245,55,24,12,8,719
RACK3I0000261,55,24,12,8,719
RACK3I0000280,55,24,12,8,719
RACK3I0000325,55,24,12,8,719
RACK3I0000127,56,24,12,8,719
RACK3I0000056,59,24,12,8,719
RACK3I0000241,61,24,12,8,719
RACK3I0000079,62,24,12,8,719
RACK3I0000192,64,24,12,8,719
RACK3I0000191,65,24,12,8,719
RACK3I0000299,66,24,12,8,719
RACK3I0000324,66,24,12,8,719

RACK3I0000351,55,25,12,8,724
RACK3I0000371,55,25,12,8,724
RACK3I0000129,56,25,12,8,724
RACK3I0000099,57,25,12,8,724
RACK3I0000055,58,25,12,8,724
RACK3I0000092,59,25,12,8,724
RACK3I0000301,61,25,12,8,724
RACK3I0000086,62,25,12,8,724
RACK3I0000232,64,25,12,8,724
RACK3I0000207,65,25,12,8,724
RACK3I0000330,66,25,12,8,724
RACK3I0000346,66,25,12,8,724

RACK3I0000168,56,26,12,8,726
RACK3I0000174,56,26,12,8,726
RACK3I0000222,56,26,12,8,726
RACK3I0000110,57,26,12,8,726
RACK3I0000100,58,26,12,8,726
RACK3I0000136,59,26,12,8,726
RACK3I0000304,61,26,12,8,726
RACK3I0000117,62,26,12,8,726
RACK3I0000248,64,26,12,8,726
RACK3I0000281,65,26,12,8,726
RACK3I0000348,66,26,12,8,726
RACK3I0000360,66,26,12,8,726

RACK3I0000231,56,27,12,8,735
RACK3I0000124,57,27,12,8,735
RACK3I0000103,58,27,12,8,735
RACK3I0000167,59,27,12,8,735
RACK3I0000076,60,27,12,8,735
RACK3I0000309,61,27,12,8,735
RACK3I0000144,62,27,12,8,735
RACK3I0000073,63,27,12,8,735
RACK3I0000265,64,27,12,8,735
RACK3I0000271,64,27,12,8,735
RACK3I0000293,65,27,12,8,735
RACK3I0000361,66,27,12,8,735

RACK3I0000234,56,28,12,8,726
RACK3I0000237,56,28,12,8,726
RACK3I0000143,57,28,12,8,726
RACK3I0000146,58,28,12,8,726
RACK3I0000173,59,28,12,8,726
RACK3I0000165,60,28,12,8,726
RACK3I0000316,61,28,12,8,726
RACK3I0000147,62,28,12,8,726
RACK3I0000088,63,28,12,8,726
RACK3I0000272,64,28,12,8,726
RACK3I0000318,65,28,12,8,726
RACK3I0000340,65,28,12,8,726

RACK3I0000267,56,29,12,8,727
RACK3I0000172,57,29,12,8,727
RACK3I0000186,57,29,12,8,727
RACK3I0000190,58,29,12,8,727
RACK3I0000194,59,29,12,8,727
RACK3I0000216,60,29,12,8,727
RACK3I0000335,61,29,12,8,727
RACK3I0000177,62,29,12,8,727
RACK3I0000109,63,29,12,8,727
RACK3I0000310,64,29,12,8,727
RACK3I0000345,65,29,12,8,727
RACK3I0000367,65,29,12,8,727

RACK3I0000199,57,30,12,8,727
RACK3I0000306,57,30,12,8,727
RACK3I0000211,58,30,12,8,727
RACK3I0000215,58,30,12,8,727
RACK3I0000217,59,30,12,8,727
RACK3I0000287,60,30,12,8,727
RACK3I0000342,61,30,12,8,727
RACK3I0000251,62,30,12,8,727
RACK3I0000332,63,30,12,8,727
RACK3I0000333,63,30,12,8,727
RACK3I0000312,64,30,12,8,727
RACK3I0000387,65,30,12,8,727

RACK3I0000341,58,31,12,8,733
RACK3I0000249,59,31,12,8,733
RACK3I0000259,59,31,12,8,733
RACK3I0000295,60,31,12,8,733
RACK3I0000326,60,31,12,8,733
RACK3I0000356,61,31,12,8,733
RACK3I0000359,61,31,12,8,733
RACK3I0000264,62,31,12,8,733
RACK3I0000298,62,31,12,8,733
RACK3I0000354,63,31,12,8,733
RACK3I0000378,64,31,12,8,733
RACK3I0000383,64,31,12,8,733

RACK3I0000323,56,32,12,8,676
RACK3I0000327,59,32,12,8,676
RACK3I0000338,51,32,12,8,676
RACK3I0000347,57,32,12,8,676
RACK3I0000362,62,32,12,8,676
RACK3I0000369,58,32,12,8,676
RACK3I0000370,54,32,12,8,676
RACK3I0000374,61,32,12,8,676
RACK3I0000376,60,32,12,8,676
RACK3I0000382,55,32,12,8,676
RACK3I0000395,50,32,12,8,676
RACK3I0000397,53,32,12,8,676

RACK3I0000398,52,33,2,2,115
RACK3I0000399,63,33,2,2,115


