Rack ID,Sample Number,Batch Number,Number Sources,Number Destinations,Total Samples In Batch
RACKID244,95,25,10,10,950
RACKID245,95,25,10,10,950
RACKID246,95,25,10,10,950
RACKID247,95,25,10,10,950
RACKID248,95,25,10,10,950
RACKID249,95,25,10,10,950
RACKID250,95,25,10,10,950

RACKID251,95,26,10,10,950
RACKID252,95,26,10,10,950
RACKID253,95,26,10,10,950
RACKID254,95,26,10,10,950
RACKID255,95,26,10,10,950
RACKID256,95,26,10,10,950
RACKID257,95,26,10,10,950
RACKID258,95,26,10,10,950
RACKID259,95,26,10,10,950
RACKID260,95,26,10,10,950

RACKID261,95,27,10,10,950
RACKID262,95,27,10,10,950
RACKID263,95,27,10,10,950
RACKID264,95,27,10,10,950
RACKID265,95,27,10,10,950
RACKID266,95,27,10,10,950
RACKID267,95,27,10,10,950
RACKID268,95,27,10,10,950
RACKID269,95,27,10,10,950
RACKID270,95,27,10,10,950

RACKID271,95,28,10,10,950
RACKID272,95,28,10,10,950
RACKID273,95,28,10,10,950
RACKID274,95,28,10,10,950
RACKID275,95,28,10,10,950
RACKID276,95,28,10,10,950
RACKID277,95,28,10,10,950
RACKID278,95,28,10,10,950
RACKID279,95,28,10,10,950
RACKID280,95,28,10,10,950

RACKID281,95,29,10,10,950
RACKID282,95,29,10,10,950
RACKID283,95,29,10,10,950
RACKID284,95,29,10,10,950
RACKID285,95,29,10,10,950
RACKID286,95,29,10,10,950
RACKID287,95,29,10,10,950
RACKID288,95,29,10,10,950
RACKID289,95,29,10,10,950
RACKID290,95,29,10,10,950

RACKID291,95,30,10,10,950
RACKID292,95,30,10,10,950
RACKID293,95,30,10,10,950
RACKID294,95,30,10,10,950
RACKID295,95,30,10,10,950
RACKID296,95,30,10,10,950
RACKID297,95,30,10,10,950
RACKID298,95,30,10,10,950
RACKID299,95,30,10,10,950
RACKID300,95,30,10,10,950

RACKID301,95,31,10,10,950
RACKID302,95,31,10,10,950
RACKID303,95,31,10,10,950
RACKID304,95,31,10,10,950
RACKID305,95,31,10,10,950
RACKID306,95,31,10,10,950
RACKID307,95,31,10,10,950
RACKID308,95,31,10,10,950
RACKID309,95,31,10,10,950
RACKID310,95,31,10,10,950

RACKID311,95,32,10,10,950
RACKID312,95,32,10,10,950
RACKID313,95,32,10,10,950
RACKID314,95,32,10,10,950
RACKID315,95,32,10,10,950
RACKID316,95,32,10,10,950
RACKID317,95,32,10,10,950
RACKID318,95,32,10,10,950
RACKID319,95,32,10,10,950
RACKID320,95,32,10,10,950

RACKID321,95,33,10,10,950
RACKID322,95,33,10,10,950
RACKID323,95,33,10,10,950
RACKID324,95,33,10,10,950
RACKID325,95,33,10,10,950
RACKID326,95,33,10,10,950
RACKID327,95,33,10,10,950
RACKID328,95,33,10,10,950
RACKID329,95,33,10,10,950
RACKID330,95,33,10,10,950

RACKID331,95,34,10,10,950
RACKID332,95,34,10,10,950
RACKID333,95,34,10,10,950
RACKID334,95,34,10,10,950
RACKID335,95,34,10,10,950
RACKID336,95,34,10,10,950
RACKID337,95,34,10,10,950
RACKID338,95,34,10,10,950
RACKID339,95,34,10,10,950
RACKID340,95,34,10,10,950

RACKID341,95,35,10,10,950
RACKID342,95,35,10,10,950
RACKID343,95,35,10,10,950
RACKID344,95,35,10,10,950
RACKID345,95,35,10,10,950
RACKID346,95,35,10,10,950
RACKID347,95,35,10,10,950
RACKID348,95,35,10,10,950
RACKID349,95,35,10,10,950
RACKID350,95,35,10,10,950

RACKID351,95,36,10,10,950
RACKID352,95,36,10,10,950
RACKID353,95,36,10,10,950
RACKID354,95,36,10,10,950
RACKID355,95,36,10,10,950
RACKID356,95,36,10,10,950
RACKID357,95,36,10,10,950
RACKID358,95,36,10,10,950
RACKID359,95,36,10,10,950
RACKID360,95,36,10,10,950

RACKID361,95,37,10,10,950
RACKID362,95,37,10,10,950
RACKID363,95,37,10,10,950
RACKID364,95,37,10,10,950
RACKID365,95,37,10,10,950
RACKID366,95,37,10,10,950
RACKID367,95,37,10,10,950
RACKID368,95,37,10,10,950
RACKID369,95,37,10,10,950
RACKID370,95,37,10,10,950

RACKID371,95,38,10,10,950
RACKID372,95,38,10,10,950
RACKID373,95,38,10,10,950
RACKID374,95,38,10,10,950
RACKID375,95,38,10,10,950
RACKID376,95,38,10,10,950
RACKID377,95,38,10,10,950
RACKID378,95,38,10,10,950
RACKID379,95,38,10,10,950
RACKID380,95,38,10,10,950

RACKID381,95,39,10,10,950
RACKID382,95,39,10,10,950
RACKID383,95,39,10,10,950
RACKID384,95,39,10,10,950
RACKID385,95,39,10,10,950
RACKID386,95,39,10,10,950
RACKID387,95,39,10,10,950
RACKID388,95,39,10,10,950
RACKID389,95,39,10,10,950
RACKID390,95,39,10,10,950

RACKID391,95,40,10,10,950
RACKID392,95,40,10,10,950
RACKID393,95,40,10,10,950
RACKID394,95,40,10,10,950
RACKID395,95,40,10,10,950
RACKID396,95,40,10,10,950
RACKID397,95,40,10,10,950
RACKID398,95,40,10,10,950
RACKID399,95,40,10,10,950
RACKID400,95,40,10,10,950

RACKID401,95,41,10,10,950
RACKID402,95,41,10,10,950
RACKID403,95,41,10,10,950
RACKID404,95,41,10,10,950
RACKID405,95,41,10,10,950
RACKID406,95,41,10,10,950
RACKID407,95,41,10,10,950
RACKID408,95,41,10,10,950
RACKID409,95,41,10,10,950
RACKID410,95,41,10,10,950

RACKID411,95,42,10,10,950
RACKID412,95,42,10,10,950
RACKID413,95,42,10,10,950
RACKID414,95,42,10,10,950
RACKID415,95,42,10,10,950
RACKID416,95,42,10,10,950
RACKID417,95,42,10,10,950
RACKID418,95,42,10,10,950
RACKID419,95,42,10,10,950
RACKID420,95,42,10,10,950

RACKID421,95,43,10,10,950
RACKID422,95,43,10,10,950
RACKID423,95,43,10,10,950
RACKID424,95,43,10,10,950
RACKID425,95,43,10,10,950
RACKID426,95,43,10,10,950
RACKID427,95,43,10,10,950
RACKID428,95,43,10,10,950
RACKID429,95,43,10,10,950
RACKID430,95,43,10,10,950

RACKID431,95,44,10,10,950
RACKID432,95,44,10,10,950
RACKID433,95,44,10,10,950
RACKID434,95,44,10,10,950
RACKID435,95,44,10,10,950
RACKID436,95,44,10,10,950
RACKID437,95,44,10,10,950
RACKID438,95,44,10,10,950
RACKID439,95,44,10,10,950
RACKID440,95,44,10,10,950

RACKID441,95,45,10,10,950
RACKID442,95,45,10,10,950
RACKID443,95,45,10,10,950
RACKID444,95,45,10,10,950
RACKID445,95,45,10,10,950
RACKID446,95,45,10,10,950
RACKID447,95,45,10,10,950
RACKID448,95,45,10,10,950
RACKID449,95,45,10,10,950
RACKID450,95,45,10,10,950

RACKID451,95,46,10,10,950
RACKID452,95,46,10,10,950
RACKID453,95,46,10,10,950
RACKID454,95,46,10,10,950
RACKID455,95,46,10,10,950
RACKID456,95,46,10,10,950
RACKID457,95,46,10,10,950
RACKID458,95,46,10,10,950
RACKID459,95,46,10,10,950
RACKID460,95,46,10,10,950

RACKID461,95,47,10,10,950
RACKID462,95,47,10,10,950
RACKID463,95,47,10,10,950
RACKID464,95,47,10,10,950
RACKID465,95,47,10,10,950
RACKID466,95,47,10,10,950
RACKID467,95,47,10,10,950
RACKID468,95,47,10,10,950
RACKID469,95,47,10,10,950
RACKID470,95,47,10,10,950

RACKID471,95,48,10,10,950
RACKID472,95,48,10,10,950
RACKID473,95,48,10,10,950
RACKID474,95,48,10,10,950
RACKID475,95,48,10,10,950
RACKID476,95,48,10,10,950
RACKID477,95,48,10,10,950
RACKID478,95,48,10,10,950
RACKID479,95,48,10,10,950
RACKID480,95,48,10,10,950

RACKID481,95,49,10,10,950
RACKID482,95,49,10,10,950
RACKID483,95,49,10,10,950
RACKID484,95,49,10,10,950
RACKID485,95,49,10,10,950
RACKID486,95,49,10,10,950
RACKID487,95,49,10,10,950
RACKID488,95,49,10,10,950
RACKID489,95,49,10,10,950
RACKID490,95,49,10,10,950

RACKID491,95,50,10,10,950
RACKID492,95,50,10,10,950
RACKID493,95,50,10,10,950
RACKID494,95,50,10,10,950
RACKID495,95,50,10,10,950
RACKID496,95,50,10,10,950
RACKID497,95,50,10,10,950
RACKID498,95,50,10,10,950
RACKID499,95,50,10,10,950
RACKID500,95,50,10,10,950

RACKID501,95,51,10,10,950
RACKID502,95,51,10,10,950
RACKID503,95,51,10,10,950
RACKID504,95,51,10,10,950
RACKID505,95,51,10,10,950
RACKID506,95,51,10,10,950
RACKID507,95,51,10,10,950
RACKID508,95,51,10,10,950
RACKID509,95,51,10,10,950
RACKID510,95,51,10,10,950

RACKID511,95,52,10,10,950
RACKID512,95,52,10,10,950
RACKID513,95,52,10,10,950
RACKID514,95,52,10,10,950
RACKID515,95,52,10,10,950
RACKID516,95,52,10,10,950
RACKID517,95,52,10,10,950
RACKID518,95,52,10,10,950
RACKID519,95,52,10,10,950
RACKID520,95,52,10,10,950

RACKID521,95,53,10,10,950
RACKID522,95,53,10,10,950
RACKID523,95,53,10,10,950
RACKID524,95,53,10,10,950
RACKID525,95,53,10,10,950
RACKID526,95,53,10,10,950
RACKID527,95,53,10,10,950
RACKID528,95,53,10,10,950
RACKID529,95,53,10,10,950
RACKID530,95,53,10,10,950

RACKID531,95,54,10,10,950
RACKID532,95,54,10,10,950
RACKID533,95,54,10,10,950
RACKID534,95,54,10,10,950
RACKID535,95,54,10,10,950
RACKID536,95,54,10,10,950
RACKID537,95,54,10,10,950
RACKID538,95,54,10,10,950
RACKID539,95,54,10,10,950
RACKID540,95,54,10,10,950

RACKID541,95,55,10,10,950
RACKID542,95,55,10,10,950
RACKID543,95,55,10,10,950
RACKID544,95,55,10,10,950
RACKID545,95,55,10,10,950
RACKID546,95,55,10,10,950
RACKID547,95,55,10,10,950
RACKID548,95,55,10,10,950
RACKID549,95,55,10,10,950
RACKID550,95,55,10,10,950

RACKID551,95,56,10,10,950
RACKID552,95,56,10,10,950
RACKID553,95,56,10,10,950
RACKID554,95,56,10,10,950
RACKID555,95,56,10,10,950
RACKID556,95,56,10,10,950
RACKID557,95,56,10,10,950
RACKID558,95,56,10,10,950
RACKID559,95,56,10,10,950
RACKID560,95,56,10,10,950

RACKID561,95,57,10,10,950
RACKID562,95,57,10,10,950
RACKID563,95,57,10,10,950
RACKID564,95,57,10,10,950
RACKID565,95,57,10,10,950
RACKID566,95,57,10,10,950
RACKID567,95,57,10,10,950
RACKID568,95,57,10,10,950
RACKID569,95,57,10,10,950
RACKID570,95,57,10,10,950

RACKID571,95,58,10,10,950
RACKID572,95,58,10,10,950
RACKID573,95,58,10,10,950
RACKID574,95,58,10,10,950
RACKID575,95,58,10,10,950
RACKID576,95,58,10,10,950
RACKID577,95,58,10,10,950
RACKID578,95,58,10,10,950
RACKID579,95,58,10,10,950
RACKID580,95,58,10,10,950

RACKID581,95,59,10,10,950
RACKID582,95,59,10,10,950
RACKID583,95,59,10,10,950
RACKID584,95,59,10,10,950
RACKID585,95,59,10,10,950
RACKID586,95,59,10,10,950
RACKID587,95,59,10,10,950
RACKID588,95,59,10,10,950
RACKID589,95,59,10,10,950
RACKID590,95,59,10,10,950

RACKID591,95,60,10,10,950
RACKID592,95,60,10,10,950
RACKID593,95,60,10,10,950
RACKID594,95,60,10,10,950
RACKID595,95,60,10,10,950
RACKID596,95,60,10,10,950
RACKID597,95,60,10,10,950
RACKID598,95,60,10,10,950
RACKID599,95,60,10,10,950
RACKID600,95,60,10,10,950

RACKID601,95,61,10,10,950
RACKID602,95,61,10,10,950
RACKID603,95,61,10,10,950
RACKID604,95,61,10,10,950
RACKID605,95,61,10,10,950
RACKID606,95,61,10,10,950
RACKID607,95,61,10,10,950
RACKID608,95,61,10,10,950
RACKID609,95,61,10,10,950
RACKID610,95,61,10,10,950

RACKID611,95,62,10,10,950
RACKID612,95,62,10,10,950
RACKID613,95,62,10,10,950
RACKID614,95,62,10,10,950
RACKID615,95,62,10,10,950
RACKID616,95,62,10,10,950
RACKID617,95,62,10,10,950
RACKID618,95,62,10,10,950
RACKID619,95,62,10,10,950
RACKID620,95,62,10,10,950

RACKID621,95,63,9,9,855
RACKID622,95,63,9,9,855
RACKID623,95,63,9,9,855
RACKID624,95,63,9,9,855
RACKID625,95,63,9,9,855
RACKID626,95,63,9,9,855
RACKID627,95,63,9,9,855
RACKID628,95,63,9,9,855
RACKID629,95,63,9,9,855


