Rack ID,Sample Number,Batch Number,Number Sources,Number Destinations,Total Samples In Batch
RACK4I0000162,12,4,17,3,288
RACK4I0000175,12,4,17,3,288
RACK4I0000274,12,4,17,3,288
RACK4I0000304,12,4,17,3,288
RACK4I0000393,12,4,17,3,288
RACK4I0000164,13,4,17,3,288
RACK4I0000180,13,4,17,3,288
RACK4I0000257,13,4,17,3,288
RACK4I0000324,13,4,17,3,288
RACK4I0000372,13,4,17,3,288
RACK4I0000107,19,4,17,3,288
RACK4I0000110,95,4,17,3,288

RACK4I0000148,14,5,16,4,384
RACK4I0000377,14,5,16,4,384
RACK4I0000386,14,5,16,4,384
RACK4I0000012,15,5,16,4,384
RACK4I0000097,15,5,16,4,384
RACK4I0000167,15,5,16,4,384
RACK4I0000116,16,5,16,4,384
RACK4I0000139,16,5,16,4,384
RACK4I0000159,16,5,16,4,384
RACK4I0000248,16,5,16,4,384
RACK4I0000047,17,5,16,4,384
RACK4I0000019,18,5,16,4,384
RACK4I0000158,18,5,16,4,384
RACK4I0000209,18,5,16,4,384
RACK4I0000002,67,5,16,4,384
RACK4I0000268,95,5,16,4,384

RACK4I0000332,18,6,15,5,480
RACK4I0000381,18,6,15,5,480
RACK4I0000031,20,6,15,5,480
RACK4I0000034,20,6,15,5,480
RACK4I0000081,20,6,15,5,480
RACK4I0000272,20,6,15,5,480
RACK4I0000293,20,6,15,5,480
RACK4I0000315,20,6,15,5,480
RACK4I0000258,23,6,15,5,480
RACK4I0000262,23,6,15,5,480
RACK4I0000329,23,6,15,5,480
RACK4I0000330,23,6,15,5,480
RACK4I0000054,44,6,15,5,480
RACK4I0000132,94,6,15,5,480
RACK4I0000208,94,6,15,5,480

RACK4I0000394,18,7,15,5,480
RACK4I0000334,20,7,15,5,480
RACK4I0000366,21,7,15,5,480
RACK4I0000354,22,7,15,5,480
RACK4I0000363,23,7,15,5,480
RACK4I0000022,24,7,15,5,480
RACK4I0000043,24,7,15,5,480
RACK4I0000111,24,7,15,5,480
RACK4I0000233,24,7,15,5,480
RACK4I0000367,24,7,15,5,480
RACK4I0000378,24,7,15,5,480
RACK4I0000016,25,7,15,5,480
RACK4I0000091,25,7,15,5,480
RACK4I0000061,88,7,15,5,480
RACK4I0000267,94,7,15,5,480

RACK4I0000105,25,8,15,5,480
RACK4I0000181,25,8,15,5,480
RACK4I0000225,25,8,15,5,480
RACK4I0000077,26,8,15,5,480
RACK4I0000183,26,8,15,5,480
RACK4I0000392,26,8,15,5,480
RACK4I0000231,27,8,15,5,480
RACK4I0000266,27,8,15,5,480
RACK4I0000283,27,8,15,5,480
RACK4I0000376,27,8,15,5,480
RACK4I0000023,28,8,15,5,480
RACK4I0000098,28,8,15,5,480
RACK4I0000264,28,8,15,5,480
RACK4I0000174,42,8,15,5,480
RACK4I0000050,93,8,15,5,480

RACK4I0000302,28,9,14,6,576
RACK4I0000036,29,9,14,6,576
RACK4I0000039,29,9,14,6,576
RACK4I0000137,29,9,14,6,576
RACK4I0000253,29,9,14,6,576
RACK4I0000068,30,9,14,6,576
RACK4I0000071,30,9,14,6,576
RACK4I0000214,30,9,14,6,576
RACK4I0000222,30,9,14,6,576
RACK4I0000035,31,9,14,6,576
RACK4I0000128,31,9,14,6,576
RACK4I0000088,64,9,14,6,576
RACK4I0000156,93,9,14,6,576
RACK4I0000219,93,9,14,6,576

RACK4I0000133,31,10,14,6,576
RACK4I0000142,31,10,14,6,576
RACK4I0000144,32,10,14,6,576
RACK4I0000215,32,10,14,6,576
RACK4I0000290,32,10,14,6,576
RACK4I0000030,33,10,14,6,576
RACK4I0000060,33,10,14,6,576
RACK4I0000146,33,10,14,6,576
RACK4I0000207,33,10,14,6,576
RACK4I0000021,34,10,14,6,576
RACK4I0000056,34,10,14,6,576
RACK4I0000064,34,10,14,6,576
RACK4I0000227,91,10,14,6,576
RACK4I0000284,93,10,14,6,576

RACK4I0000379,28,11,14,6,576
RACK4I0000336,29,11,14,6,576
RACK4I0000279,30,11,14,6,576
RACK4I0000250,31,11,14,6,576
RACK4I0000070,34,11,14,6,576
RACK4I0000179,34,11,14,6,576
RACK4I0000004,35,11,14,6,576
RACK4I0000102,35,11,14,6,576
RACK4I0000155,35,11,14,6,576
RACK4I0000238,35,11,14,6,576
RACK4I0000341,35,11,14,6,576
RACK4I0000041,36,11,14,6,576
RACK4I0000000,87,11,14,6,576
RACK4I0000135,92,11,14,6,576

RACK4I0000101,36,12,13,7,655
RACK4I0000008,37,12,13,7,655
RACK4I0000118,37,12,13,7,655
RACK4I0000119,37,12,13,7,655
RACK4I0000313,37,12,13,7,655
RACK4I0000114,38,12,13,7,655
RACK4I0000259,39,12,13,7,655
RACK4I0000165,40,12,13,7,655
RACK4I0000192,40,12,13,7,655
RACK4I0000226,40,12,13,7,655
RACK4I0000140,90,12,13,7,655
RACK4I0000210,92,12,13,7,655
RACK4I0000318,92,12,13,7,655

RACK4I0000370,40,13,13,7,672
RACK4I0000198,41,13,13,7,672
RACK4I0000294,41,13,13,7,672
RACK4I0000337,41,13,13,7,672
RACK4I0000191,42,13,13,7,672
RACK4I0000134,43,13,13,7,672
RACK4I0000153,44,13,13,7,672
RACK4I0000188,44,13,13,7,672
RACK4I0000057,45,13,13,7,672
RACK4I0000190,45,13,13,7,672
RACK4I0000123,66,13,13,7,672
RACK4I0000200,90,13,13,7,672
RACK4I0000270,90,13,13,7,672

RACK4I0000157,43,14,13,7,672
RACK4I0000289,44,14,13,7,672
RACK4I0000252,45,14,13,7,672
RACK4I0000256,45,14,13,7,672
RACK4I0000287,45,14,13,7,672
RACK4I0000308,45,14,13,7,672
RACK4I0000327,45,14,13,7,672
RACK4I0000335,45,14,13,7,672
RACK4I0000010,46,14,13,7,672
RACK4I0000013,46,14,13,7,672
RACK4I0000078,46,14,13,7,672
RACK4I0000005,87,14,13,7,672
RACK4I0000275,90,14,13,7,672

RACK4I0000389,40,15,13,7,672
RACK4I0000347,41,15,13,7,672
RACK4I0000212,42,15,13,7,672
RACK4I0000094,46,15,13,7,672
RACK4I0000185,46,15,13,7,672
RACK4I0000396,46,15,13,7,672
RACK4I0000046,47,15,13,7,672
RACK4I0000053,47,15,13,7,672
RACK4I0000099,47,15,13,7,672
RACK4I0000309,47,15,13,7,672
RACK4I0000398,47,15,13,7,672
RACK4I0000007,86,15,13,7,672
RACK4I0000369,90,15,13,7,672

RACK4I0000344,37,16,13,7,672
RACK4I0000232,38,16,13,7,672
RACK4I0000368,39,16,13,7,672
RACK4I0000067,48,16,13,7,672
RACK4I0000083,48,16,13,7,672
RACK4I0000184,48,16,13,7,672
RACK4I0000243,48,16,13,7,672
RACK4I0000282,48,16,13,7,672
RACK4I0000319,48,16,13,7,672
RACK4I0000029,49,16,13,7,672
RACK4I0000236,49,16,13,7,672
RACK4I0000121,82,16,13,7,672
RACK4I0000390,90,16,13,7,672

RACK4I0000100,50,17,12,8,723
RACK4I0000151,50,17,12,8,723
RACK4I0000340,50,17,12,8,723
RACK4I0000342,50,17,12,8,723
RACK4I0000040,51,17,12,8,723
RACK4I0000108,51,17,12,8,723
RACK4I0000176,51,17,12,8,723
RACK4I0000228,51,17,12,8,723
RACK4I0000003,52,17,12,8,723
RACK4I0000186,88,17,12,8,723
RACK4I0000025,89,17,12,8,723
RACK4I0000395,90,17,12,8,723

RACK4I0000066,52,18,12,8,744
RACK4I0000089,52,18,12,8,744
RACK4I0000196,52,18,12,8,744
RACK4I0000201,52,18,12,8,744
RACK4I0000295,52,18,12,8,744
RACK4I0000015,54,18,12,8,744
RACK4I0000085,54,18,12,8,744
RACK4I0000127,54,18,12,8,744
RACK4I0000115,56,18,12,8,744
RACK4I0000241,88,18,12,8,744
RACK4I0000075,89,18,12,8,744
RACK4I0000213,89,18,12,8,744

RACK4I0000138,56,19,12,8,768
RACK4I0000152,56,19,12,8,768
RACK4I0000018,57,19,12,8,768
RACK4I0000028,57,19,12,8,768
RACK4I0000009,58,19,12,8,768
RACK4I0000033,59,19,12,8,768
RACK4I0000087,59,19,12,8,768
RACK4I0000117,59,19,12,8,768
RACK4I0000149,59,19,12,8,768
RACK4I0000042,71,19,12,8,768
RACK4I0000328,88,19,12,8,768
RACK4I0000247,89,19,12,8,768

RACK4I0000080,57,20,12,8,768
RACK4I0000163,58,20,12,8,768
RACK4I0000356,59,20,12,8,768
RACK4I0000001,60,20,12,8,768
RACK4I0000277,60,20,12,8,768
RACK4I0000384,60,20,12,8,768
RACK4I0000017,61,20,12,8,768
RACK4I0000052,61,20,12,8,768
RACK4I0000160,61,20,12,8,768
RACK4I0000271,61,20,12,8,768
RACK4I0000124,83,20,12,8,768
RACK4I0000049,87,20,12,8,768

RACK4I0000171,53,21,12,8,768
RACK4I0000254,54,21,12,8,768
RACK4I0000195,56,21,12,8,768
RACK4I0000350,61,21,12,8,768
RACK4I0000037,62,21,12,8,768
RACK4I0000076,62,21,12,8,768
RACK4I0000278,62,21,12,8,768
RACK4I0000297,62,21,12,8,768
RACK4I0000082,63,21,12,8,768
RACK4I0000096,63,21,12,8,768
RACK4I0000177,83,21,12,8,768
RACK4I0000055,87,21,12,8,768

RACK4I0000353,50,22,12,8,768
RACK4I0000338,51,22,12,8,768
RACK4I0000307,52,22,12,8,768
RACK4I0000223,63,22,12,8,768
RACK4I0000361,63,22,12,8,768
RACK4I0000090,64,22,12,8,768
RACK4I0000218,64,22,12,8,768
RACK4I0000296,64,22,12,8,768
RACK4I0000322,64,22,12,8,768
RACK4I0000388,64,22,12,8,768
RACK4I0000166,82,22,12,8,768
RACK4I0000073,87,22,12,8,768

RACK4I0000273,66,23,11,9,795
RACK4I0000374,66,23,11,9,795
RACK4I0000026,67,23,11,9,795
RACK4I0000032,67,23,11,9,795
RACK4I0000093,67,23,11,9,795
RACK4I0000169,67,23,11,9,795
RACK4I0000265,67,23,11,9,795
RACK4I0000197,68,23,11,9,795
RACK4I0000011,86,23,11,9,795
RACK4I0000084,87,23,11,9,795
RACK4I0000130,87,23,11,9,795

RACK4I0000320,68,24,11,9,833
RACK4I0000331,68,24,11,9,833
RACK4I0000072,69,24,11,9,833
RACK4I0000112,69,24,11,9,833
RACK4I0000204,69,24,11,9,833
RACK4I0000006,74,24,11,9,833
RACK4I0000051,77,24,11,9,833
RACK4I0000027,79,24,11,9,833
RACK4I0000385,86,24,11,9,833
RACK4I0000314,87,24,11,9,833
RACK4I0000325,87,24,11,9,833

RACK4I0000168,70,25,11,9,842
RACK4I0000239,71,25,11,9,842
RACK4I0000131,72,25,11,9,842
RACK4I0000249,72,25,11,9,842
RACK4I0000044,73,25,11,9,842
RACK4I0000211,74,25,11,9,842
RACK4I0000136,77,25,11,9,842
RACK4I0000086,79,25,11,9,842
RACK4I0000014,84,25,11,9,842
RACK4I0000062,85,25,11,9,842
RACK4I0000276,85,25,11,9,842

RACK4I0000260,72,26,11,9,848
RACK4I0000109,73,26,11,9,848
RACK4I0000145,73,26,11,9,848
RACK4I0000242,73,26,11,9,848
RACK4I0000288,73,26,11,9,848
RACK4I0000220,74,26,11,9,848
RACK4I0000202,77,26,11,9,848
RACK4I0000154,79,26,11,9,848
RACK4I0000125,84,26,11,9,848
RACK4I0000346,85,26,11,9,848
RACK4I0000359,85,26,11,9,848

RACK4I0000306,73,27,11,9,854
RACK4I0000234,74,27,11,9,854
RACK4I0000240,74,27,11,9,854
RACK4I0000261,74,27,11,9,854
RACK4I0000326,74,27,11,9,854
RACK4I0000129,75,27,11,9,854
RACK4I0000281,77,27,11,9,854
RACK4I0000172,79,27,11,9,854
RACK4I0000193,84,27,11,9,854
RACK4I0000383,85,27,11,9,854
RACK4I0000391,85,27,11,9,854

RACK4I0000170,75,28,11,9,864
RACK4I0000237,75,28,11,9,864
RACK4I0000194,76,28,11,9,864
RACK4I0000317,77,28,11,9,864
RACK4I0000321,77,28,11,9,864
RACK4I0000373,77,28,11,9,864
RACK4I0000187,79,28,11,9,864
RACK4I0000205,79,28,11,9,864
RACK4I0000235,82,28,11,9,864
RACK4I0000285,83,28,11,9,864
RACK4I0000371,84,28,11,9,864

RACK4I0000339,74,29,11,9,864
RACK4I0000351,75,29,11,9,864
RACK4I0000230,76,29,11,9,864
RACK4I0000375,77,29,11,9,864
RACK4I0000269,79,29,11,9,864
RACK4I0000358,79,29,11,9,864
RACK4I0000079,80,29,11,9,864
RACK4I0000221,80,29,11,9,864
RACK4I0000387,80,29,11,9,864
RACK4I0000024,81,29,11,9,864
RACK4I0000286,83,29,11,9,864

RACK4I0000189,36,30,11,8,746
RACK4I0000263,69,30,11,8,746
RACK4I0000292,71,30,11,8,746
RACK4I0000301,81,30,11,8,746
RACK4I0000311,67,30,11,8,746
RACK4I0000312,72,30,11,8,746
RACK4I0000323,82,30,11,8,746
RACK4I0000352,68,30,11,8,746
RACK4I0000357,49,30,11,8,746
RACK4I0000360,70,30,11,8,746
RACK4I0000364,81,30,11,8,746

RACK4I0000380,73,31,2,2,139
RACK4I0000397,66,31,2,2,139


