Rack ID,Sample Number,Batch Number,Number Sources,Number Destinations,Total Samples In Batch
RACK5I0000007,87,14,11,9,864
RACK5I0000204,95,14,11,9,864
RACK5I0000207,95,14,11,9,864

RACK5I0000396,63,15,11,9,864
RACK5I0000321,64,15,11,9,864
RACK5I0000368,65,15,11,9,864
RACK5I0000381,66,15,11,9,864
RACK5I0000366,76,15,11,9,864
RACK5I0000077,77,15,11,9,864
RACK5I0000189,77,15,11,9,864
RACK5I0000009,92,15,11,9,864
RACK5I0000069,94,15,11,9,864
RACK5I0000220,95,15,11,9,864
RACK5I0000223,95,15,11,9,864

RACK5I0000218,77,16,10,9,843
RACK5I0000313,77,16,10,9,843
RACK5I0000334,77,16,10,9,843
RACK5I0000350,77,16,10,9,843
RACK5I0000148,78,16,10,9,843
RACK5I0000211,78,16,10,9,843
RACK5I0000081,94,16,10,9,843
RACK5I0000240,95,16,10,9,843
RACK5I0000241,95,16,10,9,843
RACK5I0000251,95,16,10,9,843

RACK5I0000260,78,17,10,9,850
RACK5I0000307,78,17,10,9,850
RACK5I0000311,78,17,10,9,850
RACK5I0000097,79,17,10,9,850
RACK5I0000099,79,17,10,9,850
RACK5I0000124,79,17,10,9,850
RACK5I0000086,94,17,10,9,850
RACK5I0000256,95,17,10,9,850
RACK5I0000258,95,17,10,9,850
RACK5I0000268,95,17,10,9,850

RACK5I0000226,79,18,10,9,861
RACK5I0000135,80,18,10,9,861
RACK5I0000239,80,18,10,9,861
RACK5I0000096,81,18,10,9,861
RACK5I0000202,81,18,10,9,861
RACK5I0000208,81,18,10,9,861
RACK5I0000125,94,18,10,9,861
RACK5I0000271,95,18,10,9,861
RACK5I0000278,95,18,10,9,861
RACK5I0000279,95,18,10,9,861

RACK5I0000308,81,19,10,10,869
RACK5I0000340,81,19,10,10,869
RACK5I0000043,82,19,10,10,869
RACK5I0000092,82,19,10,10,869
RACK5I0000147,82,19,10,10,869
RACK5I0000290,82,19,10,10,869
RACK5I0000155,94,19,10,10,869
RACK5I0000282,95,19,10,10,869
RACK5I0000284,95,19,10,10,869
RACK5I0000285,95,19,10,10,869

RACK5I0000332,82,20,10,10,892
RACK5I0000372,82,20,10,10,892
RACK5I0000006,83,20,10,10,892
RACK5I0000021,83,20,10,10,892
RACK5I0000020,91,20,10,10,892
RACK5I0000029,92,20,10,10,892
RACK5I0000156,94,20,10,10,892
RACK5I0000288,95,20,10,10,892
RACK5I0000296,95,20,10,10,892
RACK5I0000297,95,20,10,10,892

RACK5I0000066,83,21,10,10,882
RACK5I0000080,83,21,10,10,882
RACK5I0000084,83,21,10,10,882
RACK5I0000159,83,21,10,10,882
RACK5I0000194,83,21,10,10,882
RACK5I0000041,91,21,10,10,882
RACK5I0000030,92,21,10,10,882
RACK5I0000169,94,21,10,10,882
RACK5I0000300,95,21,10,10,882
RACK5I0000309,95,21,10,10,882

RACK5I0000298,83,22,10,10,893
RACK5I0000318,83,22,10,10,893
RACK5I0000347,83,22,10,10,893
RACK5I0000025,84,22,10,10,893
RACK5I0000056,91,22,10,10,893
RACK5I0000057,92,22,10,10,893
RACK5I0000026,93,22,10,10,893
RACK5I0000174,94,22,10,10,893
RACK5I0000319,95,22,10,10,893
RACK5I0000325,95,22,10,10,893

RACK5I0000040,84,23,10,10,896
RACK5I0000157,84,23,10,10,896
RACK5I0000180,84,23,10,10,896
RACK5I0000192,84,23,10,10,896
RACK5I0000061,91,23,10,10,896
RACK5I0000085,92,23,10,10,896
RACK5I0000082,93,23,10,10,896
RACK5I0000181,94,23,10,10,896
RACK5I0000326,95,23,10,10,896
RACK5I0000329,95,23,10,10,896

RACK5I0000195,84,24,10,10,898
RACK5I0000302,84,24,10,10,898
RACK5I0000031,85,24,10,10,898
RACK5I0000088,85,24,10,10,898
RACK5I0000062,91,24,10,10,898
RACK5I0000123,92,24,10,10,898
RACK5I0000089,93,24,10,10,898
RACK5I0000210,94,24,10,10,898
RACK5I0000339,95,24,10,10,898
RACK5I0000343,95,24,10,10,898

RACK5I0000132,85,25,10,10,900
RACK5I0000150,85,25,10,10,900
RACK5I0000158,85,25,10,10,900
RACK5I0000160,85,25,10,10,900
RACK5I0000063,91,25,10,10,900
RACK5I0000139,92,25,10,10,900
RACK5I0000100,93,25,10,10,900
RACK5I0000233,94,25,10,10,900
RACK5I0000349,95,25,10,10,900
RACK5I0000360,95,25,10,10,900

RACK5I0000164,85,26,10,10,909
RACK5I0000216,85,26,10,10,909
RACK5I0000000,89,26,10,10,909
RACK5I0000038,90,26,10,10,909
RACK5I0000122,91,26,10,10,909
RACK5I0000143,92,26,10,10,909
RACK5I0000104,93,26,10,10,909
RACK5I0000243,94,26,10,10,909
RACK5I0000361,95,26,10,10,909
RACK5I0000364,95,26,10,10,909

RACK5I0000273,85,27,10,10,910
RACK5I0000140,86,27,10,10,910
RACK5I0000048,89,27,10,10,910
RACK5I0000049,90,27,10,10,910
RACK5I0000149,91,27,10,10,910
RACK5I0000217,92,27,10,10,910
RACK5I0000121,93,27,10,10,910
RACK5I0000246,94,27,10,10,910
RACK5I0000365,95,27,10,10,910
RACK5I0000374,95,27,10,10,910

RACK5I0000235,86,28,10,10,912
RACK5I0000039,87,28,10,10,912
RACK5I0000070,89,28,10,10,912
RACK5I0000107,90,28,10,10,912
RACK5I0000185,91,28,10,10,912
RACK5I0000228,92,28,10,10,912
RACK5I0000172,93,28,10,10,912
RACK5I0000247,94,28,10,10,912
RACK5I0000383,95,28,10,10,912
RACK5I0000386,95,28,10,10,912

RACK5I0000236,86,29,10,10,910
RACK5I0000072,87,29,10,10,910
RACK5I0000073,89,29,10,10,910
RACK5I0000118,90,29,10,10,910
RACK5I0000205,91,29,10,10,910
RACK5I0000250,92,29,10,10,910
RACK5I0000186,93,29,10,10,910
RACK5I0000187,93,29,10,10,910
RACK5I0000281,94,29,10,10,910
RACK5I0000392,95,29,10,10,910

RACK5I0000286,86,30,10,10,904
RACK5I0000127,87,30,10,10,904
RACK5I0000022,88,30,10,10,904
RACK5I0000162,89,30,10,10,904
RACK5I0000133,90,30,10,10,904
RACK5I0000212,91,30,10,10,904
RACK5I0000291,92,30,10,10,904
RACK5I0000190,93,30,10,10,904
RACK5I0000310,94,30,10,10,904
RACK5I0000320,94,30,10,10,904

RACK5I0000331,86,31,10,10,904
RACK5I0000170,87,31,10,10,904
RACK5I0000027,88,31,10,10,904
RACK5I0000201,89,31,10,10,904
RACK5I0000154,90,31,10,10,904
RACK5I0000214,91,31,10,10,904
RACK5I0000295,92,31,10,10,904
RACK5I0000215,93,31,10,10,904
RACK5I0000348,94,31,10,10,904
RACK5I0000354,94,31,10,10,904

RACK5I0000353,86,32,10,10,904
RACK5I0000230,87,32,10,10,904
RACK5I0000028,88,32,10,10,904
RACK5I0000277,89,32,10,10,904
RACK5I0000167,90,32,10,10,904
RACK5I0000275,91,32,10,10,904
RACK5I0000338,92,32,10,10,904
RACK5I0000238,93,32,10,10,904
RACK5I0000367,94,32,10,10,904
RACK5I0000384,94,32,10,10,904

RACK5I0000378,86,33,10,10,901
RACK5I0000234,87,33,10,10,901
RACK5I0000259,88,33,10,10,901
RACK5I0000345,89,33,10,10,901
RACK5I0000177,90,33,10,10,901
RACK5I0000289,91,33,10,10,901
RACK5I0000356,92,33,10,10,901
RACK5I0000380,92,33,10,10,901
RACK5I0000248,93,33,10,10,901
RACK5I0000252,93,33,10,10,901

RACK5I0000242,87,34,10,10,897
RACK5I0000276,87,34,10,10,897
RACK5I0000335,87,34,10,10,897
RACK5I0000263,88,34,10,10,897
RACK5I0000357,89,34,10,10,897
RACK5I0000219,90,34,10,10,897
RACK5I0000304,91,34,10,10,897
RACK5I0000387,92,34,10,10,897
RACK5I0000262,93,34,10,10,897
RACK5I0000303,93,34,10,10,897

RACK5I0000274,88,35,10,10,900
RACK5I0000324,88,35,10,10,900
RACK5I0000373,89,35,10,10,900
RACK5I0000379,89,35,10,10,900
RACK5I0000244,90,35,10,10,900
RACK5I0000255,90,35,10,10,900
RACK5I0000323,91,35,10,10,900
RACK5I0000355,91,35,10,10,900
RACK5I0000388,92,35,10,10,900
RACK5I0000398,92,35,10,10,900

RACK5I0000266,80,36,10,9,839
RACK5I0000267,79,36,10,9,839
RACK5I0000280,90,36,10,9,839
RACK5I0000341,84,36,10,9,839
RACK5I0000342,88,36,10,9,839
RACK5I0000370,81,36,10,9,839
RACK5I0000376,83,36,10,9,839
RACK5I0000382,87,36,10,9,839
RACK5I0000385,82,36,10,9,839
RACK5I0000389,85,36,10,9,839

RACK5I0000391,78,37,5,5,421
RACK5I0000394,91,37,5,5,421
RACK5I0000395,86,37,5,5,421
RACK5I0000397,89,37,5,5,421
RACK5I0000399,77,37,5,5,421


