Rack ID,Sample Number,Batch Number,Number Sources,Number Destinations,Total Samples In Batch
RACK2I0000243,15,15,16,4,384
RACK2I0000292,15,15,16,4,384
RACK2I0000019,16,15,16,4,384
RACK2I0000141,16,15,16,4,384
RACK2I0000223,16,15,16,4,384
RACK2I0000278,16,15,16,4,384
RACK2I0000299,16,15,16,4,384
RACK2I0000328,16,15,16,4,384
RACK2I0000355,16,15,16,4,384
RACK2I0000396,16,15,16,4,384
RACK2I0000040,17,15,16,4,384
RACK2I0000094,17,15,16,4,384
RACK2I0000100,17,15,16,4,384
RACK2I0000262,78,15,16,4,384
RACK2I0000206,82,15,16,4,384

RACK2I0000334,13,16,16,4,384
RACK2I0000346,14,16,16,4,384
RACK2I0000397,15,16,16,4,384
RACK2I0000115,17,16,16,4,384
RACK2I0000139,17,16,16,4,384
RACK2I0000273,17,16,16,4,384
RACK2I0000274,17,16,16,4,384
RACK2I0000310,17,16,16,4,384
RACK2I0000339,17,16,16,4,384
RACK2I0000069,18,16,16,4,384
RACK2I0000090,18,16,16,4,384
RACK2I0000106,18,16,16,4,384
RACK2I0000150,18,16,16,4,384
RACK2I0000189,18,16,16,4,384
RACK2I0000160,68,16,16,4,384
RACK2I0000213,82,16,16,4,384

RACK2I0000008,20,17,15,5,480
RACK2I0000020,20,17,15,5,480
RACK2I0000073,20,17,15,5,480
RACK2I0000034,21,17,15,5,480
RACK2I0000092,21,17,15,5,480
RACK2I0000126,21,17,15,5,480
RACK2I0000239,21,17,15,5,480
RACK2I0000244,21,17,15,5,480
RACK2I0000027,22,17,15,5,480
RACK2I0000074,23,17,15,5,480
RACK2I0000135,23,17,15,5,480
RACK2I0000216,23,17,15,5,480
RACK2I0000231,64,17,15,5,480
RACK2I0000335,78,17,15,5,480
RACK2I0000309,82,17,15,5,480

RACK2I0000005,24,18,15,5,480
RACK2I0000045,24,18,15,5,480
RACK2I0000093,24,18,15,5,480
RACK2I0000108,24,18,15,5,480
RACK2I0000122,24,18,15,5,480
RACK2I0000165,24,18,15,5,480
RACK2I0000185,24,18,15,5,480
RACK2I0000012,25,18,15,5,480
RACK2I0000024,25,18,15,5,480
RACK2I0000031,25,18,15,5,480
RACK2I0000044,25,18,15,5,480
RACK2I0000266,25,18,15,5,480
RACK2I0000052,36,18,15,5,480
RACK2I0000316,73,18,15,5,480
RACK2I0000384,78,18,15,5,480

RACK2I0000301,23,19,15,5,480
RACK2I0000358,24,19,15,5,480
RACK2I0000285,25,19,15,5,480
RACK2I0000006,26,19,15,5,480
RACK2I0000118,26,19,15,5,480
RACK2I0000348,26,19,15,5,480
RACK2I0000393,26,19,15,5,480
RACK2I0000158,27,19,15,5,480
RACK2I0000175,27,19,15,5,480
RACK2I0000276,27,19,15,5,480
RACK2I0000349,27,19,15,5,480
RACK2I0000064,28,19,15,5,480
RACK2I0000317,28,19,15,5,480
RACK2I0000065,62,19,15,5,480
RACK2I0000387,78,19,15,5,480

RACK2I0000399,19,20,15,5,463
RACK2I0000087,20,20,15,5,463
RACK2I0000245,21,20,15,5,463
RACK2I0000063,22,20,15,5,463
RACK2I0000338,28,20,15,5,463
RACK2I0000104,29,20,15,5,463
RACK2I0000257,29,20,15,5,463
RACK2I0000380,29,20,15,5,463
RACK2I0000203,30,20,15,5,463
RACK2I0000113,32,20,15,5,463
RACK2I0000229,32,20,15,5,463
RACK2I0000238,33,20,15,5,463
RACK2I0000369,33,20,15,5,463
RACK2I0000077,34,20,15,5,463
RACK2I0000140,72,20,15,5,463

RACK2I0000153,34,21,14,6,576
RACK2I0000166,34,21,14,6,576
RACK2I0000356,34,21,14,6,576
RACK2I0000096,35,21,14,6,576
RACK2I0000212,35,21,14,6,576
RACK2I0000253,35,21,14,6,576
RACK2I0000307,36,21,14,6,576
RACK2I0000013,37,21,14,6,576
RACK2I0000016,37,21,14,6,576
RACK2I0000182,37,21,14,6,576
RACK2I0000127,38,21,14,6,576
RACK2I0000121,56,21,14,6,576
RACK2I0000205,57,21,14,6,576
RACK2I0000120,71,21,14,6,576

RACK2I0000081,40,22,13,7,672
RACK2I0000129,40,22,13,7,672
RACK2I0000049,43,22,13,7,672
RACK2I0000084,43,22,13,7,672
RACK2I0000151,43,22,13,7,672
RACK2I0000025,44,22,13,7,672
RACK2I0000281,44,22,13,7,672
RACK2I0000119,53,22,13,7,672
RACK2I0000247,57,22,13,7,672
RACK2I0000265,57,22,13,7,672
RACK2I0000103,67,22,13,7,672
RACK2I0000156,70,22,13,7,672
RACK2I0000224,71,22,13,7,672

RACK2I0000218,41,23,13,7,672
RACK2I0000237,43,23,13,7,672
RACK2I0000330,44,23,13,7,672
RACK2I0000055,45,23,13,7,672
RACK2I0000201,45,23,13,7,672
RACK2I0000303,45,23,13,7,672
RACK2I0000269,46,23,13,7,672
RACK2I0000170,53,23,13,7,672
RACK2I0000268,57,23,13,7,672
RACK2I0000353,58,23,13,7,672
RACK2I0000011,59,23,13,7,672
RACK2I0000341,67,23,13,7,672
RACK2I0000344,69,23,13,7,672

RACK2I0000146,38,24,13,7,662
RACK2I0000101,39,24,13,7,662
RACK2I0000149,40,24,13,7,662
RACK2I0000326,46,24,13,7,662
RACK2I0000134,48,24,13,7,662
RACK2I0000270,53,24,13,7,662
RACK2I0000379,53,24,13,7,662
RACK2I0000105,54,24,13,7,662
RACK2I0000196,55,24,13,7,662
RACK2I0000215,55,24,13,7,662
RACK2I0000277,57,24,13,7,662
RACK2I0000383,57,24,13,7,662
RACK2I0000352,67,24,13,7,662

RACK2I0000110,66,25,9,6,562
RACK2I0000161,59,25,9,6,562
RACK2I0000188,65,25,9,6,562
RACK2I0000233,59,25,9,6,562
RACK2I0000235,60,25,9,6,562
RACK2I0000320,65,25,9,6,562
RACK2I0000345,60,25,9,6,562
RACK2I0000357,61,25,9,6,562
RACK2I0000365,67,25,9,6,562


