Rack ID,Sample Number,Batch Number,Number Sources,Number Destinations,Total Samples In Batch
SAMPLEID109,3,6,18,2,192
SAMPLEID112,3,6,18,2,192
SAMPLEID116,3,6,18,2,192
SAMPLEID120,3,6,18,2,192
SAMPLEID124,3,6,18,2,192
SAMPLEID127,3,6,18,2,192
SAMPLEID131,3,6,18,2,192
SAMPLEID135,3,6,18,2,192
SAMPLEID139,3,6,18,2,192
SAMPLEID142,3,6,18,2,192
SAMPLEID146,3,6,18,2,192
SAMPLEID150,3,6,18,2,192
SAMPLEID7,4,6,18,2,192
SAMPLEID801,54,6,18,2,192
SAMPLEID1016,89,6,18,2,192

SAMPLEID154,3,7,18,2,192
SAMPLEID157,3,7,18,2,192
SAMPLEID161,3,7,18,2,192
SAMPLEID165,3,7,18,2,192
SAMPLEID169,3,7,18,2,192
SAMPLEID172,3,7,18,2,192
SAMPLEID176,3,7,18,2,192
SAMPLEID180,3,7,18,2,192
SAMPLEID184,3,7,18,2,192
SAMPLEID187,3,7,18,2,192
SAMPLEID191,3,7,18,2,192
SAMPLEID195,3,7,18,2,192
SAMPLEID199,3,7,18,2,192
SAMPLEID11,4,7,18,2,192
SAMPLEID14,4,7,18,2,192
SAMPLEID18,4,7,18,2,192
SAMPLEID760,53,7,18,2,192
SAMPLEID1015,88,7,18,2,192

SAMPLEID22,4,8,18,2,192
SAMPLEID27,4,8,18,2,192
SAMPLEID31,4,8,18,2,192
SAMPLEID35,4,8,18,2,192
SAMPLEID39,4,8,18,2,192
SAMPLEID42,4,8,18,2,192
SAMPLEID46,4,8,18,2,192
SAMPLEID50,4,8,18,2,192
SAMPLEID54,4,8,18,2,192
SAMPLEID57,4,8,18,2,192
SAMPLEID61,4,8,18,2,192
SAMPLEID65,4,8,18,2,192
SAMPLEID69,4,8,18,2,192
SAMPLEID72,4,8,18,2,192
SAMPLEID76,4,8,18,2,192
SAMPLEID80,4,8,18,2,192
SAMPLEID605,41,8,18,2,192
SAMPLEID1014,87,8,18,2,192

SAMPLEID84,4,9,18,2,192
SAMPLEID87,4,9,18,2,192
SAMPLEID91,4,9,18,2,192
SAMPLEID95,4,9,18,2,192
SAMPLEID99,4,9,18,2,192
SAMPLEID102,4,9,18,2,192
SAMPLEID106,4,9,18,2,192
SAMPLEID110,4,9,18,2,192
SAMPLEID114,4,9,18,2,192
SAMPLEID117,4,9,18,2,192
SAMPLEID121,4,9,18,2,192
SAMPLEID125,4,9,18,2,192
SAMPLEID129,4,9,18,2,192
SAMPLEID132,4,9,18,2,192
SAMPLEID136,4,9,18,2,192
SAMPLEID140,4,9,18,2,192
SAMPLEID651,42,9,18,2,192
SAMPLEID1013,86,9,18,2,192

SAMPLEID144,4,10,18,2,192
SAMPLEID147,4,10,18,2,192
SAMPLEID151,4,10,18,2,192
SAMPLEID155,4,10,18,2,192
SAMPLEID159,4,10,18,2,192
SAMPLEID162,4,10,18,2,192
SAMPLEID166,4,10,18,2,192
SAMPLEID170,4,10,18,2,192
SAMPLEID174,4,10,18,2,192
SAMPLEID177,4,10,18,2,192
SAMPLEID181,4,10,18,2,192
SAMPLEID185,4,10,18,2,192
SAMPLEID189,4,10,18,2,192
SAMPLEID192,4,10,18,2,192
SAMPLEID196,4,10,18,2,192
SAMPLEID200,4,10,18,2,192
SAMPLEID652,43,10,18,2,192
SAMPLEID1012,85,10,18,2,192

SAMPLEID5,5,11,18,2,192
SAMPLEID10,5,11,18,2,192
SAMPLEID15,5,11,18,2,192
SAMPLEID20,5,11,18,2,192
SAMPLEID24,5,11,18,2,192
SAMPLEID28,5,11,18,2,192
SAMPLEID33,5,11,18,2,192
SAMPLEID38,5,11,18,2,192
SAMPLEID43,5,11,18,2,192
SAMPLEID48,5,11,18,2,192
SAMPLEID53,5,11,18,2,192
SAMPLEID58,5,11,18,2,192
SAMPLEID63,5,11,18,2,192
SAMPLEID68,5,11,18,2,192
SAMPLEID73,5,11,18,2,192
SAMPLEID78,5,11,18,2,192
SAMPLEID453,28,11,18,2,192
SAMPLEID1011,84,11,18,2,192

SAMPLEID83,5,12,18,2,192
SAMPLEID88,5,12,18,2,192
SAMPLEID93,5,12,18,2,192
SAMPLEID98,5,12,18,2,192
SAMPLEID103,5,12,18,2,192
SAMPLEID108,5,12,18,2,192
SAMPLEID113,5,12,18,2,192
SAMPLEID118,5,12,18,2,192
SAMPLEID123,5,12,18,2,192
SAMPLEID128,5,12,18,2,192
SAMPLEID133,5,12,18,2,192
SAMPLEID138,5,12,18,2,192
SAMPLEID143,5,12,18,2,192
SAMPLEID148,5,12,18,2,192
SAMPLEID153,5,12,18,2,192
SAMPLEID158,5,12,18,2,192
SAMPLEID455,29,12,18,2,192
SAMPLEID1010,83,12,18,2,192

SAMPLEID163,5,13,18,2,192
SAMPLEID168,5,13,18,2,192
SAMPLEID173,5,13,18,2,192
SAMPLEID178,5,13,18,2,192
SAMPLEID183,5,13,18,2,192
SAMPLEID188,5,13,18,2,192
SAMPLEID193,5,13,18,2,192
SAMPLEID198,5,13,18,2,192
SAMPLEID201,6,13,18,2,192
SAMPLEID204,6,13,18,2,192
SAMPLEID208,6,13,18,2,192
SAMPLEID213,6,13,18,2,192
SAMPLEID217,6,13,18,2,192
SAMPLEID221,6,13,18,2,192
SAMPLEID225,6,13,18,2,192
SAMPLEID229,6,13,18,2,192
SAMPLEID401,22,13,18,2,192
SAMPLEID1009,82,13,18,2,192

SAMPLEID232,6,14,17,3,288
SAMPLEID236,6,14,17,3,288
SAMPLEID240,6,14,17,3,288
SAMPLEID244,6,14,17,3,288
SAMPLEID202,7,14,17,3,288
SAMPLEID206,7,14,17,3,288
SAMPLEID209,7,14,17,3,288
SAMPLEID212,7,14,17,3,288
SAMPLEID216,7,14,17,3,288
SAMPLEID219,7,14,17,3,288
SAMPLEID223,7,14,17,3,288
SAMPLEID226,7,14,17,3,288
SAMPLEID230,7,14,17,3,288
SAMPLEID234,7,14,17,3,288
SAMPLEID505,33,14,17,3,288
SAMPLEID1007,80,14,17,3,288
SAMPLEID1008,81,14,17,3,288

SAMPLEID237,7,15,17,3,288
SAMPLEID241,7,15,17,3,288
SAMPLEID245,7,15,17,3,288
SAMPLEID203,8,15,17,3,288
SAMPLEID207,8,15,17,3,288
SAMPLEID211,8,15,17,3,288
SAMPLEID214,8,15,17,3,288
SAMPLEID218,8,15,17,3,288
SAMPLEID222,8,15,17,3,288
SAMPLEID227,8,15,17,3,288
SAMPLEID231,8,15,17,3,288
SAMPLEID235,8,15,17,3,288
SAMPLEID239,8,15,17,3,288
SAMPLEID242,8,15,17,3,288
SAMPLEID404,22,15,17,3,288
SAMPLEID1005,78,15,17,3,288
SAMPLEID1006,79,15,17,3,288

SAMPLEID246,8,16,17,3,288
SAMPLEID250,8,16,17,3,288
SAMPLEID205,9,16,17,3,288
SAMPLEID210,9,16,17,3,288
SAMPLEID215,9,16,17,3,288
SAMPLEID220,9,16,17,3,288
SAMPLEID224,9,16,17,3,288
SAMPLEID228,9,16,17,3,288
SAMPLEID233,9,16,17,3,288
SAMPLEID238,9,16,17,3,288
SAMPLEID243,9,16,17,3,288
SAMPLEID248,9,16,17,3,288
SAMPLEID251,10,16,17,3,288
SAMPLEID254,10,16,17,3,288
SAMPLEID258,10,16,17,3,288
SAMPLEID1002,75,16,17,3,288
SAMPLEID1004,77,16,17,3,288

SAMPLEID247,6,17,17,3,288
SAMPLEID249,7,17,17,3,288
SAMPLEID263,10,17,17,3,288
SAMPLEID267,10,17,17,3,288
SAMPLEID271,10,17,17,3,288
SAMPLEID275,10,17,17,3,288
SAMPLEID279,10,17,17,3,288
SAMPLEID282,10,17,17,3,288
SAMPLEID286,10,17,17,3,288
SAMPLEID290,10,17,17,3,288
SAMPLEID294,10,17,17,3,288
SAMPLEID297,10,17,17,3,288
SAMPLEID252,11,17,17,3,288
SAMPLEID256,11,17,17,3,288
SAMPLEID259,11,17,17,3,288
SAMPLEID951,66,17,17,3,288
SAMPLEID1003,76,17,17,3,288

SAMPLEID262,11,18,17,3,288
SAMPLEID266,11,18,17,3,288
SAMPLEID269,11,18,17,3,288
SAMPLEID273,11,18,17,3,288
SAMPLEID276,11,18,17,3,288
SAMPLEID280,11,18,17,3,288
SAMPLEID284,11,18,17,3,288
SAMPLEID287,11,18,17,3,288
SAMPLEID291,11,18,17,3,288
SAMPLEID295,11,18,17,3,288
SAMPLEID299,11,18,17,3,288
SAMPLEID253,12,18,17,3,288
SAMPLEID257,12,18,17,3,288
SAMPLEID261,12,18,17,3,288
SAMPLEID264,12,18,17,3,288
SAMPLEID655,45,18,17,3,288
SAMPLEID1001,74,18,17,3,288

SAMPLEID268,12,19,17,3,288
SAMPLEID272,12,19,17,3,288
SAMPLEID277,12,19,17,3,288
SAMPLEID281,12,19,17,3,288
SAMPLEID285,12,19,17,3,288
SAMPLEID289,12,19,17,3,288
SAMPLEID292,12,19,17,3,288
SAMPLEID296,12,19,17,3,288
SAMPLEID300,12,19,17,3,288
SAMPLEID255,13,19,17,3,288
SAMPLEID260,13,19,17,3,288
SAMPLEID265,13,19,17,3,288
SAMPLEID270,13,19,17,3,288
SAMPLEID274,13,19,17,3,288
SAMPLEID278,13,19,17,3,288
SAMPLEID460,29,19,17,3,288
SAMPLEID998,73,19,17,3,288

SAMPLEID283,13,20,16,4,384
SAMPLEID288,13,20,16,4,384
SAMPLEID293,13,20,16,4,384
SAMPLEID301,14,20,16,4,384
SAMPLEID304,14,20,16,4,384
SAMPLEID308,14,20,16,4,384
SAMPLEID313,14,20,16,4,384
SAMPLEID317,14,20,16,4,384
SAMPLEID321,14,20,16,4,384
SAMPLEID325,14,20,16,4,384
SAMPLEID329,14,20,16,4,384
SAMPLEID332,14,20,16,4,384
SAMPLEID336,14,20,16,4,384
SAMPLEID855,61,20,16,4,384
SAMPLEID996,72,20,16,4,384
SAMPLEID1000,72,20,16,4,384

SAMPLEID340,14,21,16,4,384
SAMPLEID344,14,21,16,4,384
SAMPLEID302,15,21,16,4,384
SAMPLEID306,15,21,16,4,384
SAMPLEID309,15,21,16,4,384
SAMPLEID312,15,21,16,4,384
SAMPLEID316,15,21,16,4,384
SAMPLEID319,15,21,16,4,384
SAMPLEID323,15,21,16,4,384
SAMPLEID326,15,21,16,4,384
SAMPLEID330,15,21,16,4,384
SAMPLEID334,15,21,16,4,384
SAMPLEID337,15,21,16,4,384
SAMPLEID705,49,21,16,4,384
SAMPLEID995,71,21,16,4,384
SAMPLEID999,71,21,16,4,384

SAMPLEID341,15,22,16,4,384
SAMPLEID345,15,22,16,4,384
SAMPLEID303,16,22,16,4,384
SAMPLEID307,16,22,16,4,384
SAMPLEID311,16,22,16,4,384
SAMPLEID314,16,22,16,4,384
SAMPLEID318,16,22,16,4,384
SAMPLEID322,16,22,16,4,384
SAMPLEID327,16,22,16,4,384
SAMPLEID331,16,22,16,4,384
SAMPLEID335,16,22,16,4,384
SAMPLEID339,16,22,16,4,384
SAMPLEID342,16,22,16,4,384
SAMPLEID601,38,22,16,4,384
SAMPLEID994,70,22,16,4,384
SAMPLEID997,70,22,16,4,384

SAMPLEID346,16,23,16,4,384
SAMPLEID305,17,23,16,4,384
SAMPLEID310,17,23,16,4,384
SAMPLEID315,17,23,16,4,384
SAMPLEID320,17,23,16,4,384
SAMPLEID324,17,23,16,4,384
SAMPLEID328,17,23,16,4,384
SAMPLEID333,17,23,16,4,384
SAMPLEID338,17,23,16,4,384
SAMPLEID343,17,23,16,4,384
SAMPLEID351,18,23,16,4,384
SAMPLEID354,18,23,16,4,384
SAMPLEID358,18,23,16,4,384
SAMPLEID402,23,23,16,4,384
SAMPLEID955,69,23,16,4,384
SAMPLEID960,69,23,16,4,384

SAMPLEID349,15,24,16,4,384
SAMPLEID350,16,24,16,4,384
SAMPLEID348,17,24,16,4,384
SAMPLEID363,18,24,16,4,384
SAMPLEID367,18,24,16,4,384
SAMPLEID371,18,24,16,4,384
SAMPLEID375,18,24,16,4,384
SAMPLEID379,18,24,16,4,384
SAMPLEID382,18,24,16,4,384
SAMPLEID386,18,24,16,4,384
SAMPLEID390,18,24,16,4,384
SAMPLEID394,18,24,16,4,384
SAMPLEID397,18,24,16,4,384
SAMPLEID352,19,24,16,4,384
SAMPLEID957,68,24,16,4,384
SAMPLEID965,69,24,16,4,384

SAMPLEID298,13,25,16,4,384
SAMPLEID347,14,25,16,4,384
SAMPLEID356,19,25,16,4,384
SAMPLEID359,19,25,16,4,384
SAMPLEID362,19,25,16,4,384
SAMPLEID366,19,25,16,4,384
SAMPLEID369,19,25,16,4,384
SAMPLEID373,19,25,16,4,384
SAMPLEID376,19,25,16,4,384
SAMPLEID380,19,25,16,4,384
SAMPLEID384,19,25,16,4,384
SAMPLEID387,19,25,16,4,384
SAMPLEID391,19,25,16,4,384
SAMPLEID395,19,25,16,4,384
SAMPLEID853,60,25,16,4,384
SAMPLEID970,69,25,16,4,384

SAMPLEID399,19,26,16,4,384
SAMPLEID353,20,26,16,4,384
SAMPLEID357,20,26,16,4,384
SAMPLEID361,20,26,16,4,384
SAMPLEID364,20,26,16,4,384
SAMPLEID368,20,26,16,4,384
SAMPLEID372,20,26,16,4,384
SAMPLEID377,20,26,16,4,384
SAMPLEID381,20,26,16,4,384
SAMPLEID385,20,26,16,4,384
SAMPLEID389,20,26,16,4,384
SAMPLEID392,20,26,16,4,384
SAMPLEID396,20,26,16,4,384
SAMPLEID400,20,26,16,4,384
SAMPLEID553,36,26,16,4,384
SAMPLEID974,69,26,16,4,384

SAMPLEID355,21,27,15,5,461
SAMPLEID360,21,27,15,5,461
SAMPLEID365,21,27,15,5,461
SAMPLEID370,21,27,15,5,461
SAMPLEID374,21,27,15,5,461
SAMPLEID378,21,27,15,5,461
SAMPLEID383,21,27,15,5,461
SAMPLEID388,21,27,15,5,461
SAMPLEID393,21,27,15,5,461
SAMPLEID408,22,27,15,5,461
SAMPLEID413,22,27,15,5,461
SAMPLEID417,22,27,15,5,461
SAMPLEID961,68,27,15,5,461
SAMPLEID978,69,27,15,5,461
SAMPLEID983,69,27,15,5,461

SAMPLEID421,22,28,15,5,475
SAMPLEID425,22,28,15,5,475
SAMPLEID429,22,28,15,5,475
SAMPLEID432,22,28,15,5,475
SAMPLEID436,22,28,15,5,475
SAMPLEID440,22,28,15,5,475
SAMPLEID444,22,28,15,5,475
SAMPLEID406,23,28,15,5,475
SAMPLEID409,23,28,15,5,475
SAMPLEID412,23,28,15,5,475
SAMPLEID416,23,28,15,5,475
SAMPLEID419,23,28,15,5,475
SAMPLEID964,68,28,15,5,475
SAMPLEID988,69,28,15,5,475
SAMPLEID993,69,28,15,5,475

SAMPLEID423,23,29,15,5,480
SAMPLEID426,23,29,15,5,480
SAMPLEID430,23,29,15,5,480
SAMPLEID434,23,29,15,5,480
SAMPLEID437,23,29,15,5,480
SAMPLEID441,23,29,15,5,480
SAMPLEID445,23,29,15,5,480
SAMPLEID403,24,29,15,5,480
SAMPLEID407,24,29,15,5,480
SAMPLEID411,24,29,15,5,480
SAMPLEID414,24,29,15,5,480
SAMPLEID418,24,29,15,5,480
SAMPLEID902,63,29,15,5,480
SAMPLEID968,68,29,15,5,480
SAMPLEID972,68,29,15,5,480

SAMPLEID422,24,30,15,5,480
SAMPLEID427,24,30,15,5,480
SAMPLEID431,24,30,15,5,480
SAMPLEID435,24,30,15,5,480
SAMPLEID439,24,30,15,5,480
SAMPLEID442,24,30,15,5,480
SAMPLEID446,24,30,15,5,480
SAMPLEID405,25,30,15,5,480
SAMPLEID410,25,30,15,5,480
SAMPLEID415,25,30,15,5,480
SAMPLEID420,25,30,15,5,480
SAMPLEID424,25,30,15,5,480
SAMPLEID752,51,30,15,5,480
SAMPLEID977,68,30,15,5,480
SAMPLEID981,68,30,15,5,480

SAMPLEID428,25,31,15,5,480
SAMPLEID433,25,31,15,5,480
SAMPLEID438,25,31,15,5,480
SAMPLEID443,25,31,15,5,480
SAMPLEID451,26,31,15,5,480
SAMPLEID454,26,31,15,5,480
SAMPLEID458,26,31,15,5,480
SAMPLEID463,26,31,15,5,480
SAMPLEID467,26,31,15,5,480
SAMPLEID471,26,31,15,5,480
SAMPLEID475,26,31,15,5,480
SAMPLEID479,26,31,15,5,480
SAMPLEID557,36,31,15,5,480
SAMPLEID985,68,31,15,5,480
SAMPLEID989,68,31,15,5,480

SAMPLEID482,26,32,15,5,480
SAMPLEID486,26,32,15,5,480
SAMPLEID490,26,32,15,5,480
SAMPLEID494,26,32,15,5,480
SAMPLEID497,26,32,15,5,480
SAMPLEID452,27,32,15,5,480
SAMPLEID456,27,32,15,5,480
SAMPLEID459,27,32,15,5,480
SAMPLEID462,27,32,15,5,480
SAMPLEID466,27,32,15,5,480
SAMPLEID469,27,32,15,5,480
SAMPLEID473,27,32,15,5,480
SAMPLEID476,27,32,15,5,480
SAMPLEID954,66,32,15,5,480
SAMPLEID992,68,32,15,5,480

SAMPLEID449,23,33,15,5,480
SAMPLEID450,24,33,15,5,480
SAMPLEID448,25,33,15,5,480
SAMPLEID480,27,33,15,5,480
SAMPLEID484,27,33,15,5,480
SAMPLEID487,27,33,15,5,480
SAMPLEID491,27,33,15,5,480
SAMPLEID495,27,33,15,5,480
SAMPLEID499,27,33,15,5,480
SAMPLEID457,28,33,15,5,480
SAMPLEID461,28,33,15,5,480
SAMPLEID464,28,33,15,5,480
SAMPLEID468,28,33,15,5,480
SAMPLEID956,67,33,15,5,480
SAMPLEID959,67,33,15,5,480

SAMPLEID398,21,34,15,5,480
SAMPLEID447,22,34,15,5,480
SAMPLEID472,28,34,15,5,480
SAMPLEID477,28,34,15,5,480
SAMPLEID481,28,34,15,5,480
SAMPLEID485,28,34,15,5,480
SAMPLEID489,28,34,15,5,480
SAMPLEID492,28,34,15,5,480
SAMPLEID496,28,34,15,5,480
SAMPLEID500,28,34,15,5,480
SAMPLEID465,29,34,15,5,480
SAMPLEID470,29,34,15,5,480
SAMPLEID474,29,34,15,5,480
SAMPLEID852,59,34,15,5,480
SAMPLEID962,67,34,15,5,480

SAMPLEID478,29,35,14,6,526
SAMPLEID483,29,35,14,6,526
SAMPLEID488,29,35,14,6,526
SAMPLEID493,29,35,14,6,526
SAMPLEID501,30,35,14,6,526
SAMPLEID504,30,35,14,6,526
SAMPLEID508,30,35,14,6,526
SAMPLEID513,30,35,14,6,526
SAMPLEID517,30,35,14,6,526
SAMPLEID521,30,35,14,6,526
SAMPLEID525,30,35,14,6,526
SAMPLEID958,66,35,14,6,526
SAMPLEID966,67,35,14,6,526
SAMPLEID969,67,35,14,6,526

SAMPLEID529,30,36,14,6,536
SAMPLEID532,30,36,14,6,536
SAMPLEID536,30,36,14,6,536
SAMPLEID540,30,36,14,6,536
SAMPLEID544,30,36,14,6,536
SAMPLEID502,31,36,14,6,536
SAMPLEID506,31,36,14,6,536
SAMPLEID509,31,36,14,6,536
SAMPLEID512,31,36,14,6,536
SAMPLEID516,31,36,14,6,536
SAMPLEID519,31,36,14,6,536
SAMPLEID963,66,36,14,6,536
SAMPLEID973,67,36,14,6,536
SAMPLEID976,67,36,14,6,536

SAMPLEID523,31,37,14,6,545
SAMPLEID526,31,37,14,6,545
SAMPLEID530,31,37,14,6,545
SAMPLEID534,31,37,14,6,545
SAMPLEID537,31,37,14,6,545
SAMPLEID541,31,37,14,6,545
SAMPLEID545,31,37,14,6,545
SAMPLEID503,32,37,14,6,545
SAMPLEID507,32,37,14,6,545
SAMPLEID511,32,37,14,6,545
SAMPLEID514,32,37,14,6,545
SAMPLEID967,66,37,14,6,545
SAMPLEID980,67,37,14,6,545
SAMPLEID984,67,37,14,6,545

SAMPLEID518,32,38,14,6,555
SAMPLEID522,32,38,14,6,555
SAMPLEID527,32,38,14,6,555
SAMPLEID531,32,38,14,6,555
SAMPLEID535,32,38,14,6,555
SAMPLEID539,32,38,14,6,555
SAMPLEID542,32,38,14,6,555
SAMPLEID546,32,38,14,6,555
SAMPLEID510,33,38,14,6,555
SAMPLEID515,33,38,14,6,555
SAMPLEID520,33,38,14,6,555
SAMPLEID971,66,38,14,6,555
SAMPLEID987,67,38,14,6,555
SAMPLEID991,67,38,14,6,555

SAMPLEID524,33,39,14,6,566
SAMPLEID528,33,39,14,6,566
SAMPLEID533,33,39,14,6,566
SAMPLEID538,33,39,14,6,566
SAMPLEID543,33,39,14,6,566
SAMPLEID551,34,39,14,6,566
SAMPLEID554,34,39,14,6,566
SAMPLEID558,34,39,14,6,566
SAMPLEID563,34,39,14,6,566
SAMPLEID567,34,39,14,6,566
SAMPLEID571,34,39,14,6,566
SAMPLEID905,65,39,14,6,566
SAMPLEID975,66,39,14,6,566
SAMPLEID979,66,39,14,6,566

SAMPLEID575,34,40,14,6,576
SAMPLEID579,34,40,14,6,576
SAMPLEID582,34,40,14,6,576
SAMPLEID586,34,40,14,6,576
SAMPLEID590,34,40,14,6,576
SAMPLEID594,34,40,14,6,576
SAMPLEID552,35,40,14,6,576
SAMPLEID556,35,40,14,6,576
SAMPLEID559,35,40,14,6,576
SAMPLEID562,35,40,14,6,576
SAMPLEID566,35,40,14,6,576
SAMPLEID910,65,40,14,6,576
SAMPLEID982,66,40,14,6,576
SAMPLEID986,66,40,14,6,576

SAMPLEID569,35,41,14,6,576
SAMPLEID573,35,41,14,6,576
SAMPLEID576,35,41,14,6,576
SAMPLEID580,35,41,14,6,576
SAMPLEID584,35,41,14,6,576
SAMPLEID587,35,41,14,6,576
SAMPLEID591,35,41,14,6,576
SAMPLEID595,35,41,14,6,576
SAMPLEID561,36,41,14,6,576
SAMPLEID564,36,41,14,6,576
SAMPLEID568,36,41,14,6,576
SAMPLEID805,57,41,14,6,576
SAMPLEID915,65,41,14,6,576
SAMPLEID990,66,41,14,6,576

SAMPLEID572,36,42,14,6,576
SAMPLEID577,36,42,14,6,576
SAMPLEID581,36,42,14,6,576
SAMPLEID585,36,42,14,6,576
SAMPLEID589,36,42,14,6,576
SAMPLEID592,36,42,14,6,576
SAMPLEID596,36,42,14,6,576
SAMPLEID555,37,42,14,6,576
SAMPLEID560,37,42,14,6,576
SAMPLEID565,37,42,14,6,576
SAMPLEID570,37,42,14,6,576
SAMPLEID701,46,42,14,6,576
SAMPLEID920,65,42,14,6,576
SAMPLEID924,65,42,14,6,576

SAMPLEID600,36,43,14,6,576
SAMPLEID574,37,43,14,6,576
SAMPLEID578,37,43,14,6,576
SAMPLEID583,37,43,14,6,576
SAMPLEID588,37,43,14,6,576
SAMPLEID593,37,43,14,6,576
SAMPLEID598,37,43,14,6,576
SAMPLEID604,38,43,14,6,576
SAMPLEID608,38,43,14,6,576
SAMPLEID613,38,43,14,6,576
SAMPLEID617,38,43,14,6,576
SAMPLEID621,38,43,14,6,576
SAMPLEID906,63,43,14,6,576
SAMPLEID928,65,43,14,6,576

SAMPLEID548,33,44,14,6,576
SAMPLEID597,34,44,14,6,576
SAMPLEID599,35,44,14,6,576
SAMPLEID625,38,44,14,6,576
SAMPLEID629,38,44,14,6,576
SAMPLEID632,38,44,14,6,576
SAMPLEID636,38,44,14,6,576
SAMPLEID640,38,44,14,6,576
SAMPLEID644,38,44,14,6,576
SAMPLEID647,38,44,14,6,576
SAMPLEID602,39,44,14,6,576
SAMPLEID606,39,44,14,6,576
SAMPLEID933,65,44,14,6,576
SAMPLEID938,65,44,14,6,576

SAMPLEID549,31,45,14,6,576
SAMPLEID550,32,45,14,6,576
SAMPLEID609,39,45,14,6,576
SAMPLEID612,39,45,14,6,576
SAMPLEID616,39,45,14,6,576
SAMPLEID619,39,45,14,6,576
SAMPLEID623,39,45,14,6,576
SAMPLEID626,39,45,14,6,576
SAMPLEID630,39,45,14,6,576
SAMPLEID634,39,45,14,6,576
SAMPLEID637,39,45,14,6,576
SAMPLEID641,39,45,14,6,576
SAMPLEID854,58,45,14,6,576
SAMPLEID943,65,45,14,6,576

SAMPLEID498,29,46,14,6,576
SAMPLEID547,30,46,14,6,576
SAMPLEID645,39,46,14,6,576
SAMPLEID649,39,46,14,6,576
SAMPLEID603,40,46,14,6,576
SAMPLEID607,40,46,14,6,576
SAMPLEID611,40,46,14,6,576
